Course number ,Class name ,crn #,section,time ,professor,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
5940,Seminar In Gender And Literature,15061,G01,04:00 - 06:30 pm,"Obermark,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15062,G02,04:00 - 06:30 pm,"Ebest,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6353,Graduate Internship In Gender Studies,14989,G01,ARR,"Nigro,K",
,,,,,,
6452,Special Readings In Gender Studies,15111,G01,ARR,"Nigro,K",
,,,,,,
Geography,,,,,,
1001,Introduction To Geography,14306,YC1,08:00 - 09:15 am,"Aebel,I",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,10424,YC2,05:30 - 06:45 pm,"Naumann,J",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14307,XC1,ARR,"Naumann,J",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2001,Cultural Geography,10802,YC1,09:30 - 10:45 am,"Aebel,I",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
Geology,,,,,,
1001,General Geology,13658,00A,12:30 - 01:45 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A1,09:00 - 10:50 am,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A2,02:10 - 04:00 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,13661,E0A,06:55 - 08:10 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA1,06:55 - 08:45 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1001A,General Geology Lecture,14689,1,12:30 - 01:45 pm,"Fix,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,14690,E01,06:55 - 08:10 pm,"Fix,M",
,,,,,,
,,,,Please see,,
,,,,,,
1001C,General Geology LAB,13666,0A1,09:00 - 10:50 am,"Fix,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,13667,0A2,02:10 - 04:00 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,13668,EA1,06:55 - 08:45 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1002,Historical Geology,13663,00A,12:30 - 01:45 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A1,02:10 - 04:00 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1002A,Historical Geology Lecture,13665,1,12:30 - 01:45 pm,"Fix,M",
,,,,,,
,,,,Please see,,
,,,,,,
1002C,Historical Geology Lab,13669,1,02:10 - 04:00 pm,"Fix,M",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
German,,,,,,
1001,Beginning Language and Culture German,13928,1,09:30 - 10:20 am,"Jenkins,C",
,I,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,1,09:30 - 10:45 am,"Jenkins,C",
,,,,Please see,,
,,,,,,
1002,Beginning Language and Culture:,13929,1,03:30 - 04:45 pm,"Wisbey,E",
,German II,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1,ARR,"Wisbey,E",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2101,Intermediate Language And Culture:,13930,1,11:00 - 11:50 am,"Jenkins,C",
,German III,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1,ARR,"Jenkins,C",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2170,Intermediate Practice in Speaking and,13931,1,12:30 - 01:45 pm,"Jenkins,C",
,Writing German,,,Please see,,
,,,,,,
2190,Intermediate Independent Study,13932,1,ARR,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
3211,Topics in German Culture,14713,1,02:00 - 03:15 pm,"Jenkins,C",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,how each,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
3290,Advanced Independent Study I,13933,1,ARR,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4311,Special Topics In German Culture,14714,1,02:00 - 03:15 pm,"Jenkins,C",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,how each,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4390,Advanced Independent Study II,13934,1,ARR,"Jenkins,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,14941,2,ARR,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
Gerontology,,,,,,
2170,Aging in America: Concepts &,12135,1,ARR,"Meuser,T",
,Controversies,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2256,Bioethics,11418,1,09:30 - 10:45 am,"Lehocky,D",
,,,,,,
,,,,Please see,,
,,,,,,
,,11419,2,ARR,"McGinnis,J",
,,,,,"TBA,I",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11420,E01,06:55 - 09:35 pm,"Hoffman,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,14959,3,ARR,"McGinnis,J",
,,,,,"TBA,I",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
3212,Medical Anthropology,12132,1,12:30 - 03:10 pm,"Hurwicz,M",
,,,,,,
,,,,Please see,,
,,,,,,
4445,"Aging, Chronic Illness & Disability",12134,1,04:15 - 06:55 pm,"Porterfield,S",
,,,,Please see,,
,,,,,,
4490,Directed Readings,11453,G01,00:00 - 00:00 am,"Meuser,T",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4720,Ageless Arts: Creativity in Later,15172,1,04:15 - 06:45 pm,"Doyle,S",
,Life,,,,,
,,,,Please see,,
,,,,,,
5376,Psychopathology And Aging,11449,G01,05:30 - 06:50 pm,"Steffen,A",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5420,Research Methods and Analysis I,11448,G01,05:30 - 08:10 pm,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5440,Sociocultural Aspects of Aging,11447,G01,05:30 - 08:10 pm,,
,,,,,,
6443,Health Care Policy,14799,G01,06:45 - 09:30 pm,"Porterfield,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6450,Gerontological Assessment,11445,G01,08:30 - 02:30 pm,"Meuser,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:30 - 08:10 pm,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6490,Directed Study,11454,G01,ARR,"Meuser,T",
,,,,,,
,,,,,,
,,,,,,
,,11455,G02,ARR,"Hurwicz,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11457,G03,ARR,"Shen,H",
,,,,,,
,,,,,,
,,,,,,
6495,Practicum In Gerontology,11458,G01,ARR,"Meuser,T",
,,,,,,
,,,,,,
6496,Advanced Practicum In Gerontology,11459,G01,ARR,"Meuser,T",
,,,,,,
,,,,,,
6500,Practicum in Geronotological Research,11460,G01,ARR,"Meuser,T",
,,,,,,
,,,,,,
,,11461,G02,ARR,"Hurwicz,M",
,,,,,,
,,,,,,
6510,Directed Research in Aging,11462,G01,ARR,"Meuser,T",
,,,,,,
,,,,,,
,,11463,G02,ARR,"Hurwicz,M",
,,,,,,
,,,,,,
Health and Physical Education,,,,,,
3275,Psychological Aspects Of Physical,15233,1,ARR,"Makubuya,T",
,Education,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3284,Physiology Of Human Exercise,14503,1,11:00 - 12:15 pm,"Hasten,D",
,,,,,,
,,,,,,
3285,Safety and Emergency Care for Health,11749,1,11:00 - 01:45 pm,"Makubuya,T",
,& Physical Education,,,,,
,,,,,,
3432,Teaching Health and Physical,11752,1,11:00 - 01:45 pm,"Ebers,K",
,Education in the Elementary School,,,,"Fink,L",
,,,,,,
,,11753,2,02:00 - 04:45 pm,"Ebers,K",
,,,,,"Makubuya,T",
,,,,,,
,,,,,,
,,,,,,
3433,Health Education Concepts and Skills,11817,1,ARR,"Makubuya,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3434,Teaching of Health and Wellness,11754,1,01:00 - 04:45 pm,"Reiter,W",
,,,,,,
,,,,,,
4989,Practicum I: Site-Based Experience in,11827,1,ARR,"Ponder,D",
,Physical Education,,,,,
,,,,,,
,,,,,,
,,14825,2,ARR,"Robison,K",
,,,,,,
,,,,,,
,,,,,,
,,15328,3,ARR,"Glickert,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,15329,4,ARR,"Foushee,K",
,,,,,,
,,,,,,
,,,,,,
,,15330,5,ARR,"Anthony,J",
,,,,,,
,,,,,,
,,,,,,
,,15331,6,ARR,"Granger,D",
,,,,,,
,,,,,,
,,,,,,
,,15332,7,ARR,"Gerke,K",
,,,,,,
,,,,,,
,,,,,,
,,15333,8,ARR,"Rhode,J",
,,,,,,
,,,,,,
,,,,,,
,,15334,9,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,15335,10,ARR,"Luckett,J",
,,,,,,
,,,,,,
,,,,,,
,,15336,11,ARR,"Heavner,E",
,,,,,,
,,,,,,
,,,,,,
4990,Practicum II: 12-Week Site-Based,11755,1,ARR,"Ponder,D",
,Experience in Health and Physical,,,,,
,Education,,,,,
,,,,,,
,,14826,2,ARR,"Robison,K",
,,,,,,
,,,,,,
,,,,,,
4992,Practicum II: 4-Week Site-Based,11756,1,ARR,"Ponder,D",
,Experience in Health and Physical,,,,,
,Education,,,,,
,,,,,,
,,14827,2,ARR,"Robison,K",
,,,,,,
,,,,,,
,,,,,,
,,15346,3,ARR,"Glickert,L",
,,,,,,
,,,,,,
,,,,,,
,,15347,4,ARR,"Foushee,K",
,,,,,,
,,,,,,
,,,,,,
,,15348,5,ARR,"Anthony,J",
,,,,,,
,,,,,,
,,,,,,
,,15349,6,ARR,"Granger,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,15350,7,ARR,"Gerke,K",
,,,,,,
,,,,,,
,,,,,,
,,15351,8,ARR,"Rhode,J",
,,,,,,
,,,,,,
,,,,,,
,,15352,9,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,15353,10,ARR,"Luckett,J",
,,,,,,
,,,,,,
,,,,,,
,,15354,11,ARR,"Heavner,E",
,,,,,,
,,,,,,
,,,,,,
Higher Education,,,,,,
6404,Seminar,11731,G01,09:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,G01,12:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,12:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,12:00 - 05:00 pm,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6406,Governance Of Higher Education,12056,G01,01:00 - 05:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:00 - 09:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:00 - 09:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,G01,05:00 - 09:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:00 - 09:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:00 - 09:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,with additional,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6430,The Community College,11814,G01,ARR,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6440,Issues In Institutional Research I,11732,G01,ARR,"Boyer,P",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6476,Organization And Administration Of,11927,G01,12:00 - 05:00 pm,"Woodhouse,S",
,Higher Education,,,,,
,,,,,,
,,,,and on 8/11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,12:00 - 05:00 pm,"Woodhouse,S",
,,,,,,
,,,,,,
,,,,and on 8/11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,G01,05:30 - 09:30 pm,"Woodhouse,S",
,,,,,,
,,,,,,
,,,,and on 8/11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:30 - 09:30 pm,"Woodhouse,S",
,,,,,,
,,,,,,
,,,,and on 8/11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,05:30 - 09:30 pm,"Woodhouse,S",
,,,,,,
,,,,,,
,,,,and on 8/11,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6497,Problems,11733,G01,ARR,"Boyer,P",
,Special Consent Form Needed. Obtain,,,,,
,In Room 269 Marillac Hall,,,,,
,,11734,G02,ARR,"Woodhouse,S",
,,,,,,
,,,,,,
6900,Internship,11735,G01,ARR,"Boyer,P",
,Special Consent Form Required. Obtain,,,,,
,In Room 269 Marillac Hall,,,,,
,,11736,G02,ARR,"Woodhouse,S",
,,,,,,
,,,,,,
7800,Higher Education Doctoral Seminar,11738,G01,ARR,"Boyer,P",
,Special Consent Form Required.,,,,,
,,,,,,
,,11739,G02,ARR,"Woodhouse,S",
,,,,,,
,,,,,,
History,,,,,,
1000,Selected Topics in History,13495,1,11:00 - 12:15 pm,"Clark,A",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14716,2,12:30 - 01:45 pm,"Cosmopoulos,M",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1001,American Civilization To 1865,13507,00A,11:00 - 11:50 am,"Acsay,P",
,,,,Please see,"TBA,I",
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,0A1,12:00 - 12:50 pm,"Acsay,P",
,,,,Please see,"TBA,I",
,,,,,,
,,,0A2,11:00 - 11:50 am,"Acsay,P",
,,,,Please see,"TBA,I",
,,,,,,
,,,0A3,11:00 - 11:50 am,"Acsay,P",
,,,,Please see,"TBA,I",
,,,,,,
1002,American Civilization 1865 To Present,13517,1,ARR,"Hurley,A",
,,,,,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1007,Introduction to African/African,15323,1,02:00 - 03:15 pm,"Dowden,P",
,American Studies,,,Please see,,
,,,,,,
1030,The Ancient Empires of the,13522,1,02:00 - 03:15 pm,"Kang,M",
,Mediterranean,,,Please see,,
,,,,,,
1037,The Wonders of Greece: Introduction,15119,1,09:30 - 10:45 am,"Poulopoulos,N",
,to Greek History and Culture,,,Please see,,
,,,,,,
1042,East Asian Civilization,15297,1,11:00 - 12:15 pm,"TBA,I",
,,,,Please see,,
,,,,,,
1062,African Civilization II: From,14935,1,11:00 - 12:15 pm,"Moskowitz,K",
,Colonies to Nations,,,Please see,,
,,,,,,
1075,World History to 1500,15120,1,ARR,"Acsay,P",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1111,Reacting to the Past,15324,1,12:30 - 01:45 pm,"Dowden,P",
,,,,Please see,,
,,,,,,
1999,Big History: From the Big Bang to the,15384,1,ARR,"Fernlund,K",
,Present,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1999A,Big History: From the Big Bang to the,15388,1,ARR,"Fernlund,K",
,Present,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
2000,Selected Topics in History,15122,1,ARR,"Cohen,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2003,United States History: From Nation to,13524,1,12:30 - 01:45 pm,"Gerteis,L",
,Civil War,,,Please see,,
,,,,,,
2004,United States History: The Civil War,14644,1,09:30 - 10:45 am,"Gerteis,L",
,"Era, 1860-1900",,,Please see,,
,,,,,,
2006,Recent United States History,15146,1,ARR,"Ray,G",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2067,African History Through Fiction and,15325,1,12:30 - 01:45 pm,"Moskowitz,K",
,Film,,,Please see,,
,,,,,,
2084,Crusades and Plagues: Europe In The,15296,1,12:30 - 02:00 pm,"Rowan,S",
,High And Late Middle Ages,,,Please see,,
,,,,,,
2085,Medieval England: From Arthur to,15377,1,12:30 - 01:45 pm,"Rowan,S",
,Richard III,,,Please see,,
,,,,,,
2102,Introduction To Gender Studies,14170,1,ARR,"Swindle,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14376,2,02:00 - 03:15 pm,"Nigro,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,14888,3,ARR,"Carter,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2116,History of Greece and The Balkans,13526,1,ARR,"Poulopoulos,N",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2185,Introduction to Religious Studies,15479,1,09:30 - 10:45 am,"McGinnis,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CREDIT,CMP,DAY,BLDG/ROOM,INSTRUCTOR
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
2219,United States Labor History,3.0- 3.0,INT,ARR,ONLINE,"Ray,G"
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,,Online Supplemental Fee for 100,,,
,,,online course applies.,See Cashiers website for,,
,,,details,,,
,,,For more information:,,,
,,,http://umsl.edu/go/ORS,,,
2800,History Of American Economic,3.0- 3.0,LEC,TTh,SSB -00201,"Rose,D"
,Development,,Same As ECON 2800.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
2999,Introduction to Historical Inquiry,4.0- 4.0,RSD,TTh,CH -00214,"Westhoff,L"
,,,Special Consent Form Required.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,4.0- 4.0,INT,ARR,ONLINE,"Ray,G"
,,,Special Consent Form Required.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,,Online Supplemental Fee for 100,,,
,,,online course applies.,See Cashiers website for,,
,,,details,,,
,,,For more information:,,,
,,,http://umsl.edu/go/ORS,,,
3000,Selected Topics In History,3.0- 3.0,RSD,TTh,HC -SETON,"Schiessl,C"
,,,Nazi Germany and the Holocaust,,,
,,,Nazi Germany and the Holocaust in American Memory.,,,
,,,Same as HONORS 3030.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
3093,"Europe, 1950-Present:",3.0- 3.0,LEC,T,CH -00409,"Acsay,P"
,Prosperity,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,,For more information:,,,
,,,http://umsl.edu/go/ORS,,,
,,,Blended Online Course Supplemental Fee Applies.,,,
,,,Please see Cashiers website for details.,,,
4003,Internship,3.0- 6.0,FLD,ARR,ARR,"Dowden,P"
,,,Special Consent Form Required.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
4142,Inquiries in U.S. History,3.0- 3.0,RSD,T,LH -00201,"Hurley,A"
,,,Memorializing Displacement,,,
,,,Combined with HIST5142-G01,,,
,,,Topic: Memorializing African American Displacement,,,
,,,in St. Louis,,,
,,,Some sessions may meet off campus.,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,3.0- 3.0,RSD,TTh,HC -LEGRS,"Wilson,C"
,,,Where We Live:Hstrc Stdy Ngbrh,,,
,,,Where We Live: An Historic Study of Neighborhoods.,,,
,,,Same as Honors 3030.,,,
4143,Inquiries in World History,3.0- 3.0,INT,ARR,ONLINE,"Fernlund,K"
,,,History of Mexico,,,
,,,Combined with HIST5143-G01,,,
,,,Topic: History of Mexico,,,
,,,Arts and Science Advising Fee applies.,,,
,,,Cashiers website for details.,,,
,,,Online Supplemental Fee for 100,,,
,,,online course applies.,See Cashiers website for,,
,,,details,,,
,,,For more information:,,,
,,,http://umsl.edu/go/ORS,,,
,,,Page 146,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4999,Senior Seminar,13534,1,08:30 - 10:35 am,"Acsay,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,13535,2,ARR,"Ray,G",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5142,Advanced Inquiries in U.S. History,15161,G01,02:00 - 04:30 pm,"Hurley,A",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5143,Advanced Inquiries in World History,13546,G01,ARR,"Fernlund,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6000,The Historian's Craft,13536,G01,05:30 - 08:10 pm,"Kang,M",
,,,,,,
6001,Introduction to Public History and,13548,G01,,,
,Cultural Heritage,,,,,
6003,Economics of Museums and Heritage,15224,G01,05:30 - 08:10 pm,"Clark,A",
6116,Historical Thinking in Theory and,15152,G01,04:00 - 06:30 pm,"Westhoff,L",
,Practice II,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6121,Directed Readings,14174,G01,ARR,"Acsay,P",
,,,,,,
,,14175,G02,ARR,"Bliss,R",
,,,,,,
,,14177,G03,ARR,"Cohen,D",
,,,,,,
,,14178,G04,ARR,"Dowden,P",
,,,,,,
,,14179,G05,ARR,"Fausz,J",
,,,,,,
,,14180,G06,ARR,"Fernlund,K",
,,,,,,
,,14181,G07,ARR,"Gerteis,L",
,,,,,,
,,14182,G08,ARR,"Gillette,M",
,,,,,,
,,14183,G09,ARR,"Hurley,A",
,,,,,,
,,14184,G10,ARR,"Kang,M",
,,,,,,
,,14185,G11,ARR,"Moskowitz,K",
,,,,,,
,,14187,G12,ARR,,
,,,,,,
,,14188,G13,ARR,"Ray,G",
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14189,G14,ARR,"Schwantes,C",
,,,,,,
,,14190,G15,ARR,"Westhoff,L",
,,,,,,
6122,Collaborative Research,14191,G01,ARR,"Hurley,A",
,,,,,,
,,14192,G02,ARR,"Gillette,M",
,,,,,,
6123,Thesis Seminar,14193,G01,ARR,"Hurley,A",
,,,,,,
6124,Graduate Internship,14195,G01,ARR,"Hurley,A",
,,,,,,
6131,Museum Origins and Evolution,13550,G01,02:00 - 04:40 pm,"Zarucchi,J",
,,,,,,
6138,Museum Studies Master's Project,14742,G01,02:00 - 04:40 pm,"Gillette,M",
,,,,,,
6139,Practicum In Exhibit & Program,15432,G01,02:00 - 04:40 pm,"Gillette,M",
,Development,,,,,
,,,,,,
,,,,,,
6142,Readings in U.S. History,13589,G01,05:30 - 08:10 pm,"Bliss,R",
,,,,,,
,,15326,G02,09:00 - 11:50 am,"Cohen,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6143,Readings in World History,14715,G01,ARR,"Cohen,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Home Economics,,,,,,
1110,Nutrition In Health,10527,YC1,11:00 - 01:30 pm,"Bueltmann,J",
,,,,Please see,,
,,,,,,
Honors,,,,,,
1100,Honors Freshman Composition,11345,1,09:30 - 10:45 am,"Cormier,D",
,,,,Please see,,
,,,,,,
,,11346,2,12:30 - 01:45 pm,"Cormier,D",
,,,,Please see,,
,,,,,,
,,11347,3,11:00 - 12:15 pm,"Delvaux,K",
,,,,Please see,,
,,,,,,
1110,Western Traditions: Humanities,11348,1,02:00 - 03:15 pm,"Oman,K",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1200,Freshman Symposium: Cultural,11349,1,09:30 - 10:45 am,"Torrusio,A",
